Code,Country,Type,Variable,Year,Value
GBR,United Kingdom,Poultry meat,Consumption,2000,1703.726
GBR,United Kingdom,Poultry meat,Consumption,2001,1731.809
GBR,United Kingdom,Poultry meat,Consumption,2002,1710.324
GBR,United Kingdom,Poultry meat,Consumption,2003,1709.585
GBR,United Kingdom,Poultry meat,Consumption,2004,1751.847
GBR,United Kingdom,Poultry meat,Consumption,2005,1789.616
GBR,United Kingdom,Poultry meat,Consumption,2006,1725.457
GBR,United Kingdom,Poultry meat,Consumption,2007,1631.02
GBR,United Kingdom,Poultry meat,Consumption,2008,1536.828
GBR,United Kingdom,Poultry meat,Consumption,2009,1576.817
GBR,United Kingdom,Poultry meat,Consumption,2010,1723.716
GBR,United Kingdom,Poultry meat,Consumption,2011,1728.346
GBR,United Kingdom,Poultry meat,Consumption,2012,1749.067
GBR,United Kingdom,Poultry meat,Consumption,2013,1777.024
GBR,United Kingdom,Poultry meat,Consumption,2014,1759.269
GBR,United Kingdom,Poultry meat,Consumption,2015,1917.936
GBR,United Kingdom,Poultry meat,Consumption,2016,2004.615
GBR,United Kingdom,Poultry meat,Consumption,2017,1974.388
GBR,United Kingdom,Poultry meat,Consumption,2018,2094.434
GBR,United Kingdom,Poultry meat,Consumption,2019,2015.234
GBR,United Kingdom,Poultry meat,Consumption,2020,2087.872
GBR,United Kingdom,Poultry meat,Consumption,2021,2115.232
GBR,United Kingdom,Poultry meat,Consumption,2022,2138.933
GBR,United Kingdom,Poultry meat,Consumption,2023,2163.819
GBR,United Kingdom,Poultry meat,Consumption,2024,2181.607
GBR,United Kingdom,Poultry meat,Consumption,2025,2201.752
GBR,United Kingdom,Poultry meat,Consumption,2026,2218.723
GBR,United Kingdom,Poultry meat,Consumption,2027,2235.718
GBR,United Kingdom,Poultry meat,Consumption,2028,2253.056
GBR,United Kingdom,Poultry meat,Consumption,2029,2270.547
GBR,United Kingdom,Poultry meat,Consumption,2030,2287.681
GBR,United Kingdom,Poultry meat,Exports,1990,110.661
GBR,United Kingdom,Poultry meat,Exports,1991,113.752
GBR,United Kingdom,Poultry meat,Exports,1992,138.274
GBR,United Kingdom,Poultry meat,Exports,1993,141.571
GBR,United Kingdom,Poultry meat,Exports,1994,150.02
GBR,United Kingdom,Poultry meat,Exports,1995,151.978
GBR,United Kingdom,Poultry meat,Exports,1996,157.954
GBR,United Kingdom,Poultry meat,Exports,1997,156.203
GBR,United Kingdom,Poultry meat,Exports,1998,172.173
GBR,United Kingdom,Poultry meat,Exports,1999,170.834
GBR,United Kingdom,Poultry meat,Exports,2000,173.719
GBR,United Kingdom,Poultry meat,Exports,2001,186.61
GBR,United Kingdom,Poultry meat,Exports,2002,213.648
GBR,United Kingdom,Poultry meat,Exports,2003,259.928
GBR,United Kingdom,Poultry meat,Exports,2004,267.861
GBR,United Kingdom,Poultry meat,Exports,2005,261.309
GBR,United Kingdom,Poultry meat,Exports,2006,233.491
GBR,United Kingdom,Poultry meat,Exports,2007,293.578
GBR,United Kingdom,Poultry meat,Exports,2008,278.2
GBR,United Kingdom,Poultry meat,Exports,2009,252.488
GBR,United Kingdom,Poultry meat,Exports,2010,267.559
GBR,United Kingdom,Poultry meat,Exports,2011,290.947
GBR,United Kingdom,Poultry meat,Exports,2012,282.667
GBR,United Kingdom,Poultry meat,Exports,2013,313.616
GBR,United Kingdom,Poultry meat,Exports,2014,339.049
GBR,United Kingdom,Poultry meat,Exports,2015,291.758
GBR,United Kingdom,Poultry meat,Exports,2016,299.016
GBR,United Kingdom,Poultry meat,Exports,2017,351.442
GBR,United Kingdom,Poultry meat,Exports,2018,353.638
GBR,United Kingdom,Poultry meat,Exports,2019,363.656
GBR,United Kingdom,Poultry meat,Exports,2020,353.511
GBR,United Kingdom,Poultry meat,Exports,2021,367.731
GBR,United Kingdom,Poultry meat,Exports,2022,376.639
GBR,United Kingdom,Poultry meat,Exports,2023,366.211
GBR,United Kingdom,Poultry meat,Exports,2024,355.518
GBR,United Kingdom,Poultry meat,Exports,2025,344.694
GBR,United Kingdom,Poultry meat,Exports,2026,338.639
GBR,United Kingdom,Poultry meat,Exports,2027,333.024
GBR,United Kingdom,Poultry meat,Exports,2028,327.047
GBR,United Kingdom,Poultry meat,Exports,2029,320.428
GBR,United Kingdom,Poultry meat,Exports,2030,313.451
GBR,United Kingdom,Poultry meat,Producer price,1990,0
GBR,United Kingdom,Poultry meat,Producer price,1991,0
GBR,United Kingdom,Poultry meat,Producer price,1992,0
GBR,United Kingdom,Poultry meat,Producer price,1993,0
GBR,United Kingdom,Poultry meat,Producer price,1994,0
GBR,United Kingdom,Poultry meat,Producer price,1995,0
GBR,United Kingdom,Poultry meat,Producer price,1996,0
GBR,United Kingdom,Poultry meat,Producer price,1997,0
GBR,United Kingdom,Poultry meat,Producer price,1998,0
GBR,United Kingdom,Poultry meat,Producer price,1999,0
GBR,United Kingdom,Poultry meat,Producer price,2000,992.307
GBR,United Kingdom,Poultry meat,Producer price,2001,976.929
GBR,United Kingdom,Poultry meat,Producer price,2002,977.143
GBR,United Kingdom,Poultry meat,Producer price,2003,1027.31
GBR,United Kingdom,Poultry meat,Producer price,2004,999.158
GBR,United Kingdom,Poultry meat,Producer price,2005,999.384
GBR,United Kingdom,Poultry meat,Producer price,2006,976.907
GBR,United Kingdom,Poultry meat,Producer price,2007,1043.195
GBR,United Kingdom,Poultry meat,Producer price,2008,1272.854
GBR,United Kingdom,Poultry meat,Producer price,2009,1295.003
GBR,United Kingdom,Poultry meat,Producer price,2010,1321.414
GBR,United Kingdom,Poultry meat,Producer price,2011,1428.14
GBR,United Kingdom,Poultry meat,Producer price,2012,1488.179
GBR,United Kingdom,Poultry meat,Producer price,2013,1613.363
GBR,United Kingdom,Poultry meat,Producer price,2014,1509.769
GBR,United Kingdom,Poultry meat,Producer price,2015,1277.253
GBR,United Kingdom,Poultry meat,Producer price,2016,1268.169
GBR,United Kingdom,Poultry meat,Producer price,2017,1319.701
GBR,United Kingdom,Poultry meat,Producer price,2018,1448.771
GBR,United Kingdom,Poultry meat,Producer price,2019,1420.029
GBR,United Kingdom,Poultry meat,Producer price,2020,1430.945
GBR,United Kingdom,Poultry meat,Producer price,2021,1464.431
GBR,United Kingdom,Poultry meat,Producer price,2022,1515.442
GBR,United Kingdom,Poultry meat,Producer price,2023,1526.189
GBR,United Kingdom,Poultry meat,Producer price,2024,1536.264
GBR,United Kingdom,Poultry meat,Producer price,2025,1555.464
GBR,United Kingdom,Poultry meat,Producer price,2026,1569.416
GBR,United Kingdom,Poultry meat,Producer price,2027,1581.52
GBR,United Kingdom,Poultry meat,Producer price,2028,1583.956
GBR,United Kingdom,Poultry meat,Producer price,2029,1585.111
GBR,United Kingdom,Poultry meat,Producer price,2030,1587.343
GBR,United Kingdom,Poultry meat,Human consumption per capita,1990,15.928
GBR,United Kingdom,Poultry meat,Human consumption per capita,1991,15.444
GBR,United Kingdom,Poultry meat,Human consumption per capita,1992,22.711
GBR,United Kingdom,Poultry meat,Human consumption per capita,1993,17.394
GBR,United Kingdom,Poultry meat,Human consumption per capita,1994,21.82
GBR,United Kingdom,Poultry meat,Human consumption per capita,1995,20.99
GBR,United Kingdom,Poultry meat,Human consumption per capita,1996,26.331
GBR,United Kingdom,Poultry meat,Human consumption per capita,1997,17.531
GBR,United Kingdom,Poultry meat,Human consumption per capita,1998,24.238
GBR,United Kingdom,Poultry meat,Human consumption per capita,1999,24.463
GBR,United Kingdom,Poultry meat,Human consumption per capita,2000,25.445
GBR,United Kingdom,Poultry meat,Human consumption per capita,2001,25.776
GBR,United Kingdom,Poultry meat,Human consumption per capita,2002,25.37
GBR,United Kingdom,Poultry meat,Human consumption per capita,2003,25.259
GBR,United Kingdom,Poultry meat,Human consumption per capita,2004,25.748
GBR,United Kingdom,Poultry meat,Human consumption per capita,2005,26.122
GBR,United Kingdom,Poultry meat,Human consumption per capita,2006,24.965
GBR,United Kingdom,Poultry meat,Human consumption per capita,2007,23.355
GBR,United Kingdom,Poultry meat,Human consumption per capita,2008,21.762
GBR,United Kingdom,Poultry meat,Human consumption per capita,2009,22.086
GBR,United Kingdom,Poultry meat,Human consumption per capita,2010,23.903
GBR,United Kingdom,Poultry meat,Human consumption per capita,2011,23.757
GBR,United Kingdom,Poultry meat,Human consumption per capita,2012,23.854
GBR,United Kingdom,Poultry meat,Human consumption per capita,2013,24.064
GBR,United Kingdom,Poultry meat,Human consumption per capita,2014,23.664
GBR,United Kingdom,Poultry meat,Human consumption per capita,2015,25.627
GBR,United Kingdom,Poultry meat,Human consumption per capita,2016,26.608
GBR,United Kingdom,Poultry meat,Human consumption per capita,2017,26.038
GBR,United Kingdom,Poultry meat,Human consumption per capita,2018,27.451
GBR,United Kingdom,Poultry meat,Human consumption per capita,2019,26.261
GBR,United Kingdom,Poultry meat,Human consumption per capita,2020,27.065
GBR,United Kingdom,Poultry meat,Human consumption per capita,2021,27.291
GBR,United Kingdom,Poultry meat,Human consumption per capita,2022,27.479
GBR,United Kingdom,Poultry meat,Human consumption per capita,2023,27.691
GBR,United Kingdom,Poultry meat,Human consumption per capita,2024,27.815
GBR,United Kingdom,Poultry meat,Human consumption per capita,2025,27.969
GBR,United Kingdom,Poultry meat,Human consumption per capita,2026,28.083
GBR,United Kingdom,Poultry meat,Human consumption per capita,2027,28.198
GBR,United Kingdom,Poultry meat,Human consumption per capita,2028,28.318
GBR,United Kingdom,Poultry meat,Human consumption per capita,2029,28.441
GBR,United Kingdom,Poultry meat,Human consumption per capita,2030,28.561
GBR,United Kingdom,Poultry meat,Direct GHG emission,1990,0.484
GBR,United Kingdom,Poultry meat,Direct GHG emission,1991,0.495
GBR,United Kingdom,Poultry meat,Direct GHG emission,1992,0.465
GBR,United Kingdom,Poultry meat,Direct GHG emission,1993,0.492
GBR,United Kingdom,Poultry meat,Direct GHG emission,1994,0.513
GBR,United Kingdom,Poultry meat,Direct GHG emission,1995,0.527
GBR,United Kingdom,Poultry meat,Direct GHG emission,1996,0.55
GBR,United Kingdom,Poultry meat,Direct GHG emission,1997,0.644
GBR,United Kingdom,Poultry meat,Direct GHG emission,1998,0.596
GBR,United Kingdom,Poultry meat,Direct GHG emission,1999,0.578
GBR,United Kingdom,Poultry meat,Direct GHG emission,2000,0.664
GBR,United Kingdom,Poultry meat,Direct GHG emission,2001,0.703
GBR,United Kingdom,Poultry meat,Direct GHG emission,2002,0.641
GBR,United Kingdom,Poultry meat,Direct GHG emission,2003,0.614
GBR,United Kingdom,Poultry meat,Direct GHG emission,2004,0.615
GBR,United Kingdom,Poultry meat,Direct GHG emission,2005,0.583
GBR,United Kingdom,Poultry meat,Direct GHG emission,2006,0.569
GBR,United Kingdom,Poultry meat,Direct GHG emission,2007,0.515
GBR,United Kingdom,Poultry meat,Direct GHG emission,2008,0.546
GBR,United Kingdom,Poultry meat,Direct GHG emission,2009,0.549
GBR,United Kingdom,Poultry meat,Direct GHG emission,2010,0.496
GBR,United Kingdom,Poultry meat,Direct GHG emission,2011,0.488
GBR,United Kingdom,Poultry meat,Direct GHG emission,2012,0.484
GBR,United Kingdom,Poultry meat,Direct GHG emission,2013,0.501
GBR,United Kingdom,Poultry meat,Direct GHG emission,2014,0.519
GBR,United Kingdom,Poultry meat,Direct GHG emission,2015,0.502
GBR,United Kingdom,Poultry meat,Direct GHG emission,2016,0.51
GBR,United Kingdom,Poultry meat,Direct GHG emission,2017,0.547
GBR,United Kingdom,Poultry meat,Direct GHG emission,2018,0.557
GBR,United Kingdom,Poultry meat,Direct GHG emission,2019,0.553
GBR,United Kingdom,Poultry meat,Direct GHG emission,2020,0.548
GBR,United Kingdom,Poultry meat,Direct GHG emission,2021,0.56
GBR,United Kingdom,Poultry meat,Direct GHG emission,2022,0.558
GBR,United Kingdom,Poultry meat,Direct GHG emission,2023,0.553
GBR,United Kingdom,Poultry meat,Direct GHG emission,2024,0.547
GBR,United Kingdom,Poultry meat,Direct GHG emission,2025,0.543
GBR,United Kingdom,Poultry meat,Direct GHG emission,2026,0.541
GBR,United Kingdom,Poultry meat,Direct GHG emission,2027,0.539
GBR,United Kingdom,Poultry meat,Direct GHG emission,2028,0.537
GBR,United Kingdom,Poultry meat,Direct GHG emission,2029,0.534
GBR,United Kingdom,Poultry meat,Direct GHG emission,2030,0.532
ISR,Israel,Poultry meat,Production,1990,185.105
ISR,Israel,Poultry meat,Production,1991,199.176
ISR,Israel,Poultry meat,Production,1992,218.043
ISR,Israel,Poultry meat,Production,1993,237.202
ISR,Israel,Poultry meat,Production,1994,260.984
ISR,Israel,Poultry meat,Production,1995,256.114
ISR,Israel,Poultry meat,Production,1996,264.605
ISR,Israel,Poultry meat,Production,1997,267.141
ISR,Israel,Poultry meat,Production,1998,273.138
ISR,Israel,Poultry meat,Production,1999,285.487
ISR,Israel,Poultry meat,Production,2000,416.078
ISR,Israel,Poultry meat,Production,2001,450.754
ISR,Israel,Poultry meat,Production,2002,457.053
ISR,Israel,Poultry meat,Production,2003,451.575
ISR,Israel,Poultry meat,Production,2004,469.435
ISR,Israel,Poultry meat,Production,2005,487.314
ISR,Israel,Poultry meat,Production,2006,513.092
ISR,Israel,Poultry meat,Production,2007,529.046
ISR,Israel,Poultry meat,Production,2008,541.77
ISR,Israel,Poultry meat,Production,2009,532.962
ISR,Israel,Poultry meat,Production,2010,545.184
ISR,Israel,Poultry meat,Production,2011,553.732
ISR,Israel,Poultry meat,Production,2012,568.253
ISR,Israel,Poultry meat,Production,2013,521.386
ISR,Israel,Poultry meat,Production,2014,563.229
ISR,Israel,Poultry meat,Production,2015,601.291
ISR,Israel,Poultry meat,Production,2016,640.13
ISR,Israel,Poultry meat,Production,2017,628.318
ISR,Israel,Poultry meat,Production,2018,654.722
ISR,Israel,Poultry meat,Production,2019,614.091
ISR,Israel,Poultry meat,Production,2020,615.944
ISR,Israel,Poultry meat,Production,2021,617.365
ISR,Israel,Poultry meat,Production,2022,642.976
ISR,Israel,Poultry meat,Production,2023,660.762
ISR,Israel,Poultry meat,Production,2024,676.242
ISR,Israel,Poultry meat,Production,2025,691.907
ISR,Israel,Poultry meat,Production,2026,707.831
ISR,Israel,Poultry meat,Production,2027,724.058
ISR,Israel,Poultry meat,Production,2028,740.124
ISR,Israel,Poultry meat,Production,2029,755.924
ISR,Israel,Poultry meat,Production,2030,771.104
ISR,Israel,Poultry meat,Imports,1990,0.711
ISR,Israel,Poultry meat,Imports,1991,0.722
ISR,Israel,Poultry meat,Imports,1992,0.873
ISR,Israel,Poultry meat,Imports,1993,0.859
ISR,Israel,Poultry meat,Imports,1994,1.161
ISR,Israel,Poultry meat,Imports,1995,0.972
ISR,Israel,Poultry meat,Imports,1996,1.064
ISR,Israel,Poultry meat,Imports,1997,0.891
ISR,Israel,Poultry meat,Imports,1998,1.074
ISR,Israel,Poultry meat,Imports,1999,1.056
ISR,Israel,Poultry meat,Imports,2000,1.481
ISR,Israel,Poultry meat,Imports,2001,2.603
ISR,Israel,Poultry meat,Imports,2002,2.177
ISR,Israel,Poultry meat,Imports,2003,1.847
ISR,Israel,Poultry meat,Imports,2004,0.484
ISR,Israel,Poultry meat,Imports,2005,0.595
ISR,Israel,Poultry meat,Imports,2006,0.921
ISR,Israel,Poultry meat,Imports,2007,1.725
ISR,Israel,Poultry meat,Imports,2008,1.502
ISR,Israel,Poultry meat,Imports,2009,0.972
ISR,Israel,Poultry meat,Imports,2010,1.417
ISR,Israel,Poultry meat,Imports,2011,1.482
ISR,Israel,Poultry meat,Imports,2012,0.761
ISR,Israel,Poultry meat,Imports,2013,0.7
ISR,Israel,Poultry meat,Imports,2014,1.614
ISR,Israel,Poultry meat,Imports,2015,1.769
ISR,Israel,Poultry meat,Imports,2016,1.786
ISR,Israel,Poultry meat,Imports,2017,1.469
ISR,Israel,Poultry meat,Imports,2018,3.292
ISR,Israel,Poultry meat,Imports,2019,7.835
ISR,Israel,Poultry meat,Imports,2020,8.067
ISR,Israel,Poultry meat,Imports,2021,8.733
ISR,Israel,Poultry meat,Imports,2022,8.621
ISR,Israel,Poultry meat,Imports,2023,8.779
ISR,Israel,Poultry meat,Imports,2024,9.223
ISR,Israel,Poultry meat,Imports,2025,9.824
ISR,Israel,Poultry meat,Imports,2026,10.723
ISR,Israel,Poultry meat,Imports,2027,12.032
ISR,Israel,Poultry meat,Imports,2028,14.097
ISR,Israel,Poultry meat,Imports,2029,17.258
ISR,Israel,Poultry meat,Imports,2030,21.931
ISR,Israel,Poultry meat,Consumption,1990,175.258
ISR,Israel,Poultry meat,Consumption,1991,189.473
ISR,Israel,Poultry meat,Consumption,1992,209.499
ISR,Israel,Poultry meat,Consumption,1993,225.717
ISR,Israel,Poultry meat,Consumption,1994,247.894
ISR,Israel,Poultry meat,Consumption,1995,246.64
ISR,Israel,Poultry meat,Consumption,1996,254.658
ISR,Israel,Poultry meat,Consumption,1997,259.02
ISR,Israel,Poultry meat,Consumption,1998,263.615
ISR,Israel,Poultry meat,Consumption,1999,274.538
ISR,Israel,Poultry meat,Consumption,2000,403.188
ISR,Israel,Poultry meat,Consumption,2001,439.842
ISR,Israel,Poultry meat,Consumption,2002,447.305
ISR,Israel,Poultry meat,Consumption,2003,442.993
ISR,Israel,Poultry meat,Consumption,2004,457.457
ISR,Israel,Poultry meat,Consumption,2005,478.941
ISR,Israel,Poultry meat,Consumption,2006,502.94
ISR,Israel,Poultry meat,Consumption,2007,504.668
ISR,Israel,Poultry meat,Consumption,2008,524.296
ISR,Israel,Poultry meat,Consumption,2009,524.033
ISR,Israel,Poultry meat,Consumption,2010,534.554
ISR,Israel,Poultry meat,Consumption,2011,543.161
ISR,Israel,Poultry meat,Consumption,2012,558.03
ISR,Israel,Poultry meat,Consumption,2013,512.171
ISR,Israel,Poultry meat,Consumption,2014,558.452
ISR,Israel,Poultry meat,Consumption,2015,596.306
ISR,Israel,Poultry meat,Consumption,2016,636.974
ISR,Israel,Poultry meat,Consumption,2017,626.073
ISR,Israel,Poultry meat,Consumption,2018,637.59
ISR,Israel,Poultry meat,Consumption,2019,590.398
ISR,Israel,Poultry meat,Consumption,2020,591.6
ISR,Israel,Poultry meat,Consumption,2021,602.669
ISR,Israel,Poultry meat,Consumption,2022,627.091
ISR,Israel,Poultry meat,Consumption,2023,646.733
ISR,Israel,Poultry meat,Consumption,2024,666.233
ISR,Israel,Poultry meat,Consumption,2025,685.784
ISR,Israel,Poultry meat,Consumption,2026,705.537
ISR,Israel,Poultry meat,Consumption,2027,725.523
ISR,Israel,Poultry meat,Consumption,2028,745.815
ISR,Israel,Poultry meat,Consumption,2029,766.438
ISR,Israel,Poultry meat,Consumption,2030,787.444
ISR,Israel,Poultry meat,Exports,1990,10.559
ISR,Israel,Poultry meat,Exports,1991,10.425
ISR,Israel,Poultry meat,Exports,1992,9.417
ISR,Israel,Poultry meat,Exports,1993,12.344
ISR,Israel,Poultry meat,Exports,1994,14.251
ISR,Israel,Poultry meat,Exports,1995,10.446
ISR,Israel,Poultry meat,Exports,1996,11.011
ISR,Israel,Poultry meat,Exports,1997,9.012
ISR,Israel,Poultry meat,Exports,1998,10.597
ISR,Israel,Poultry meat,Exports,1999,12.005
ISR,Israel,Poultry meat,Exports,2000,14.37
ISR,Israel,Poultry meat,Exports,2001,13.514
ISR,Israel,Poultry meat,Exports,2002,11.926
ISR,Israel,Poultry meat,Exports,2003,10.429
ISR,Israel,Poultry meat,Exports,2004,12.462
ISR,Israel,Poultry meat,Exports,2005,8.968
ISR,Israel,Poultry meat,Exports,2006,11.073
ISR,Israel,Poultry meat,Exports,2007,26.103
ISR,Israel,Poultry meat,Exports,2008,18.976
ISR,Israel,Poultry meat,Exports,2009,9.901
ISR,Israel,Poultry meat,Exports,2010,12.047
ISR,Israel,Poultry meat,Exports,2011,12.053
ISR,Israel,Poultry meat,Exports,2012,10.985
ISR,Israel,Poultry meat,Exports,2013,9.914
ISR,Israel,Poultry meat,Exports,2014,6.392
ISR,Israel,Poultry meat,Exports,2015,6.753
ISR,Israel,Poultry meat,Exports,2016,4.942
ISR,Israel,Poultry meat,Exports,2017,3.714
ISR,Israel,Poultry meat,Exports,2018,20.425
ISR,Israel,Poultry meat,Exports,2019,31.528
ISR,Israel,Poultry meat,Exports,2020,32.411
ISR,Israel,Poultry meat,Exports,2021,23.43
ISR,Israel,Poultry meat,Exports,2022,24.507
ISR,Israel,Poultry meat,Exports,2023,22.808
ISR,Israel,Poultry meat,Exports,2024,19.233
ISR,Israel,Poultry meat,Exports,2025,15.947
ISR,Israel,Poultry meat,Exports,2026,13.017
ISR,Israel,Poultry meat,Exports,2027,10.567
ISR,Israel,Poultry meat,Exports,2028,8.406
ISR,Israel,Poultry meat,Exports,2029,6.744
ISR,Israel,Poultry meat,Exports,2030,5.591
ISR,Israel,Poultry meat,Producer price,1990,2071.574
ISR,Israel,Poultry meat,Producer price,1991,2640.202
ISR,Israel,Poultry meat,Producer price,1992,2775.461
ISR,Israel,Poultry meat,Producer price,1993,2919.156
ISR,Israel,Poultry meat,Producer price,1994,3506.814
ISR,Israel,Poultry meat,Producer price,1995,4209.299
ISR,Israel,Poultry meat,Producer price,1996,4468.575
ISR,Israel,Poultry meat,Producer price,1997,4470.723
ISR,Israel,Poultry meat,Producer price,1998,4374.109
ISR,Israel,Poultry meat,Producer price,1999,4496.677
ISR,Israel,Poultry meat,Producer price,2000,3490.309
ISR,Israel,Poultry meat,Producer price,2001,4217.685
ISR,Israel,Poultry meat,Producer price,2002,3918.07
ISR,Israel,Poultry meat,Producer price,2003,3946.118
ISR,Israel,Poultry meat,Producer price,2004,4478.877
ISR,Israel,Poultry meat,Producer price,2005,5255.443
ISR,Israel,Poultry meat,Producer price,2006,4901.283
ISR,Israel,Poultry meat,Producer price,2007,5390.128
ISR,Israel,Poultry meat,Producer price,2008,6085.706
ISR,Israel,Poultry meat,Producer price,2009,5667.648
ISR,Israel,Poultry meat,Producer price,2010,6092.66
ISR,Israel,Poultry meat,Producer price,2011,6902.613
ISR,Israel,Poultry meat,Producer price,2012,7117.628
ISR,Israel,Poultry meat,Producer price,2013,6960.645
ISR,Israel,Poultry meat,Producer price,2014,6675.689
ISR,Israel,Poultry meat,Producer price,2015,6167.785
ISR,Israel,Poultry meat,Producer price,2016,5727.384
ISR,Israel,Poultry meat,Producer price,2017,5843.31
ISR,Israel,Poultry meat,Producer price,2018,5332.271
ISR,Israel,Poultry meat,Producer price,2019,5479.731
ISR,Israel,Poultry meat,Producer price,2020,4617.616
ISR,Israel,Poultry meat,Producer price,2021,5213.962
ISR,Israel,Poultry meat,Producer price,2022,5373.9
ISR,Israel,Poultry meat,Producer price,2023,5456.918
ISR,Israel,Poultry meat,Producer price,2024,5618.798
ISR,Israel,Poultry meat,Producer price,2025,5839.252
ISR,Israel,Poultry meat,Producer price,2026,6068.291
ISR,Israel,Poultry meat,Producer price,2027,6305.397
ISR,Israel,Poultry meat,Producer price,2028,6529.365
ISR,Israel,Poultry meat,Producer price,2029,6745.203
ISR,Israel,Poultry meat,Producer price,2030,6939.014
ISR,Israel,Poultry meat,Human consumption per capita,1990,34.671
ISR,Israel,Poultry meat,Human consumption per capita,1991,36.332
ISR,Israel,Poultry meat,Human consumption per capita,1992,38.789
ISR,Israel,Poultry meat,Human consumption per capita,1993,40.295
ISR,Israel,Poultry meat,Human consumption per capita,1994,42.727
ISR,Israel,Poultry meat,Human consumption per capita,1995,41.174
ISR,Israel,Poultry meat,Human consumption per capita,1996,41.314
ISR,Israel,Poultry meat,Human consumption per capita,1997,40.948
ISR,Israel,Poultry meat,Human consumption per capita,1998,40.704
ISR,Israel,Poultry meat,Human consumption per capita,1999,41.476
ISR,Israel,Poultry meat,Human consumption per capita,2000,59.672
ISR,Israel,Poultry meat,Human consumption per capita,2001,63.864
ISR,Israel,Poultry meat,Human consumption per capita,2002,63.804
ISR,Israel,Poultry meat,Human consumption per capita,2003,62.092
ISR,Israel,Poultry meat,Human consumption per capita,2004,62.935
ISR,Israel,Poultry meat,Human consumption per capita,2005,64.549
ISR,Israel,Poultry meat,Human consumption per capita,2006,66.249
ISR,Israel,Poultry meat,Human consumption per capita,2007,64.86
ISR,Israel,Poultry meat,Human consumption per capita,2008,65.716
ISR,Israel,Poultry meat,Human consumption per capita,2009,64.137
ISR,Israel,Poultry meat,Human consumption per capita,2010,64.032
ISR,Israel,Poultry meat,Human consumption per capita,2011,63.841
ISR,Israel,Poultry meat,Human consumption per capita,2012,64.487
ISR,Israel,Poultry meat,Human consumption per capita,2013,58.27
ISR,Israel,Poultry meat,Human consumption per capita,2014,62.57
ISR,Israel,Poultry meat,Human consumption per capita,2015,65.771
ISR,Israel,Poultry meat,Human consumption per capita,2016,69.125
ISR,Israel,Poultry meat,Human consumption per capita,2017,66.831
ISR,Israel,Poultry meat,Human consumption per capita,2018,66.943
ISR,Israel,Poultry meat,Human consumption per capita,2019,60.985
ISR,Israel,Poultry meat,Human consumption per capita,2020,60.147
ISR,Israel,Poultry meat,Human consumption per capita,2021,60.337
ISR,Israel,Poultry meat,Human consumption per capita,2022,61.845
ISR,Israel,Poultry meat,Human consumption per capita,2023,62.851
ISR,Israel,Poultry meat,Human consumption per capita,2024,63.817
ISR,Israel,Poultry meat,Human consumption per capita,2025,64.759
ISR,Israel,Poultry meat,Human consumption per capita,2026,65.694
ISR,Israel,Poultry meat,Human consumption per capita,2027,66.625
ISR,Israel,Poultry meat,Human consumption per capita,2028,67.558
ISR,Israel,Poultry meat,Human consumption per capita,2029,68.494
ISR,Israel,Poultry meat,Human consumption per capita,2030,69.436
ISR,Israel,Poultry meat,Direct GHG emission,1990,0.103
ISR,Israel,Poultry meat,Direct GHG emission,1991,0.137
ISR,Israel,Poultry meat,Direct GHG emission,1992,0.148
ISR,Israel,Poultry meat,Direct GHG emission,1993,0.152
ISR,Israel,Poultry meat,Direct GHG emission,1994,0.155
ISR,Israel,Poultry meat,Direct GHG emission,1995,0.15
ISR,Israel,Poultry meat,Direct GHG emission,1996,0.154
ISR,Israel,Poultry meat,Direct GHG emission,1997,0.169
ISR,Israel,Poultry meat,Direct GHG emission,1998,0.179
ISR,Israel,Poultry meat,Direct GHG emission,1999,0.193
ISR,Israel,Poultry meat,Direct GHG emission,2000,0.191
ISR,Israel,Poultry meat,Direct GHG emission,2001,0.21
ISR,Israel,Poultry meat,Direct GHG emission,2002,0.188
ISR,Israel,Poultry meat,Direct GHG emission,2003,0.2
ISR,Israel,Poultry meat,Direct GHG emission,2004,0.194
ISR,Israel,Poultry meat,Direct GHG emission,2005,0.197
ISR,Israel,Poultry meat,Direct GHG emission,2006,0.223
ISR,Israel,Poultry meat,Direct GHG emission,2007,0.227
ISR,Israel,Poultry meat,Direct GHG emission,2008,0.218
ISR,Israel,Poultry meat,Direct GHG emission,2009,0.215
ISR,Israel,Poultry meat,Direct GHG emission,2010,0.23
ISR,Israel,Poultry meat,Direct GHG emission,2011,0.217
ISR,Israel,Poultry meat,Direct GHG emission,2012,0.213
ISR,Israel,Poultry meat,Direct GHG emission,2013,0.208
ISR,Israel,Poultry meat,Direct GHG emission,2014,0.203
ISR,Israel,Poultry meat,Direct GHG emission,2015,0.237
ISR,Israel,Poultry meat,Direct GHG emission,2016,0.22
ISR,Israel,Poultry meat,Direct GHG emission,2017,0.237
ISR,Israel,Poultry meat,Direct GHG emission,2018,0.233
ISR,Israel,Poultry meat,Direct GHG emission,2019,0.219
ISR,Israel,Poultry meat,Direct GHG emission,2020,0.22
ISR,Israel,Poultry meat,Direct GHG emission,2021,0.216
ISR,Israel,Poultry meat,Direct GHG emission,2022,0.22
ISR,Israel,Poultry meat,Direct GHG emission,2023,0.222
ISR,Israel,Poultry meat,Direct GHG emission,2024,0.223
ISR,Israel,Poultry meat,Direct GHG emission,2025,0.223
